tweet,,,,,,,
"@GHMCOnline @ZC_Khairatabad @hydcitypolice At #Ameerpet SitaraHotel ChandanaBros besides a vacant plot -filled with garbage, stagnant water- breeding ground of Mosquitoes - govt #GHMC need to act, Footpathspaces r crumbling  pic.twitter.com/lGTcz2rBpV –",,,,,,,
@GHMCOnline @CommissionrGHMC #GHMC #TeamGHMC @KTRoffice Day 6 no action on the compliant no 240319309373 yet. Let's see how many days it will take #GHMC to address the issues of #commonman #Hyderabad #Countdown https://twitter.com/chandramouli_k/status/11,,,,,,,
"I appreciate the work of Disaster Management Team of #GHMC..
When I called and informed about a tree fallen on the road blocking the road with power cables passing through the tree..  they responded quickly and cleared the passage..
They reached within 10 mins and cleared road.  pic.twitter.com/06HF6YYvtK",,,,,,,
"@GHMCOnline @CommissionrGHMC @KTRoffice No action has been taken till now on compliant no 240319309373 , been 5 days already.. need to see how long we have to wait for #TeamGHMC to respond. #Hyderabad #Roads #GHMC  https://twitter.com/chandramouli_k/statu",,,,,,,
Let's hope they will break this walls - Develop a scientific 5 to 8 Ft Wide Footpathspace walkable continuously BarkatPura - NarayanaGuda - HimayatNagar - #GHMC Head office  - Secretariat - Lakdikapul  @ZC_Khairatabad @Director_EVDM @CCP_GHMC @CEProjectsGHMC @musharraf_ias,,,,,,,
"@GHMCOnline @CommissionrGHMC Public road has been blocked illegally in Saradanagar colony, Manjeera Pipeline Road, Hafeezpet. Obstructing vehicular movement. Please take immediate action. Request 240319309373 raised with town planning. #TeamGHMC #GHMC #Hy",,,,,,,
Sir kindly provide Contact Numbers list of Officials of @HMDA_Gov & #GHMC zone wise  & Forest department who r authorized to protect & penalize Tree fellers #SaveTrees in #BaghNagar = #Hyderabad  once a city of Gardens @krishna_dcf @CommissionrGHMC @KTRTRS @CitizensForHyd pic.twitter.com/wkyy55PF9U – at Cherlapally Village,,,,,,,
"This Sunday Morning join us in #TrashtagChallenge of #GHMC #SwachhSena A Massive Cleaning Campaign #Mailardevpally 
Location:-  padmashalipuram,  Old kurnool rd.
Time: 6-10am
cc: @GHMCOnline @swachhhyd @musharraf_ias pic.twitter.com/uZBJMbRiut",,,,,,,
All the internal colony roads in Miyapur Talkie Town road are encroached by street vendors. Does #GHMC sleep when these vendors setup shops?@KTRTRS @CommissionrGHMC @zcwz_ghmc @Director_EVDM. Now who will clean it up?,,,,,,,
"#ghmc #szcommissioner,#asadoiwisi sir plz clean the road n I had a complaint in my ghmc app for two times there's no response,from15 day it's. pic.twitter.com/wJlyjiYSqB",,,,,,,
"But when I come back the very next day, the roads are clean and I could hardly see the mess done by students the other day.
This is some great work done by GHMC, would like to recognize their work in keeping the city clean.
Thank you @GHMCOnline @KTRTRS #GHMC #GreatWorkGHMC",,,,,,,
"Until @trspartyonline winning #GHMC & #Assembly segments these small issues rqrd in Hyderabad wiill be neglected for decades, as TRS Party focusing on High % rewarding Big Flyovers only , at least now ppl of city shud vote to @BJP4Telangana for MPs at least in #Elections2019 pic.twitter.com/C89xll862U",,,,,,,
"#Telangana fallen to 8 th place in investment attracting capacity , UrbanPlanning in Absurd way going , Lakes being Encroached, No funds to #GHMC Road repairs or Lakes protection or StormWater Drains, Naala Widening  @thenewsminute @hmtvlive https://www.india-briefing.com/news/delhi-tamil-nadu-haryana-top-investment-destinations-india-ncaer-report-2018-17593.html/ …",,,,,,,
"No funds to #GHMC for Road Preventive Maintenance Project ( 800 cr) No Naala Widening , No BusRapid Transport as promised , Similarly No CleanAir Authority as Tokyo , No Industries & clean Roads as Dallas , Istanbul ( all told b4 2014 ) #KCRfails but 10000 cr Flyovers for % ? pic.twitter.com/tVUQT9RAr2",,,,,,,
"MLAs don't do garbage cleaning as per Local MLA fans !  Its Cash starved #GHMC headache , If MLA sees these Officials may explain problems like required Equipment , Swachh Autos or Needed staff etc - let Old City ppl live in Garbage as last 40 years they r doing voting to mim",,,,,,,
"#Hyderabad #GHMC released #SwachhVigilApp for CleanStreets clean Roads , Garbage, drain overflow etc 17 types complaints ! ICan we complain🌲 felling, Lack of Footpaths ? Any 1 using ? Any Result ? Feedback plz  🙏 #Swachhbharat cleanliness is next to godliness #MainBhiChowkidar pic.twitter.com/Ye2rm6pZTb",,,,,,,
"Just imagine a full grown neem tree at the same place. Imagine how much charm it will add to the chowk.  
Wondering how good #GHMC is at wasting public money on such stupid childish fake trees.",,,,,,,
"@arvindkumar_ias Carparking on Busy Traffic Roads causing Trafficsnarls heavily, need some Minimum Fee of Rs.30 Per 30 Minutes , road Design for 8 Ft Continuous walkway Safety pedestrians, or Make Mandatory #GHMC parking licence at RS.2500 per year for Pu",,,,,,,
"#GHMC can check all options like Parallel roads Development to the Rd #Indirapark to #VST , also a long Metro or MonoRail or TramCarlines 4m Lakdikapul to Uppal via VST - Shivam - Ramanthapur may solve PublicTransit issue PPP under @TSRTCHQ cc @UrbanMgtASCI @KTRTRS @urbanvoicesin pic.twitter.com/X4qKpQHBYo",,,,,,,
"#Elections2019 last day to register, change location by online ,  Check @telangana_ceo site today - #GHMC ERO Meeseva centres  pic.twitter.com/SRUVASldTI",,,,,,,
"@GHMCOnline @KTRTRS  Hello sir, our request is regarding #uppalroadwidening  which is yet to finish. This work got initiated  2 years back and kept on hold. 
No response from our #mla2019 #TRS #KTR #ghmc
Sir our request to speedup the process. And help th",,,,,,,
"@KTRTRS  Hello sir, our request is regarding #uppalroadwidening  which is yet to finish. This work got initiated  2 years back and kept on hold. No response from #mla2019 #TRS #KTR #ghmc #corporator
Sir our request to speedup the process. And help the dai",,,,,,,
"@KTRTRS  Hello sir, our request is regarding #uppalroadwidening  which is yet to finish. This work got initiated  2 years back and kept on hold. No response from our #mla2019  no response from #TRS #KTR #ghmc
Sir our request to speedup the process. And he",,,,,,,
If you are blessed & moving into a new house or apartment. #DontAbandonGods  on roadside &  some are salvaged from #Ghmc garbage collection facility at lower #tankbund road #hyderabad and placed on road by #Ghmc workers. @toi @DeccanChronicle @IndianExpress @IndiaToday How come? pic.twitter.com/6fK2Jq6B6f,,,,,,,
"Also there is no knowledge of #Wastesegregation benefits in #GHMC sweeping staff, daily I witness garbage burning after mixing all Paper, plastic, Vegetable Market waste etc - This is daily #Airpollution at #Miyapur x Rds @zcwz_ghmc @SwachhBharatGov @swachhhyd @GandhiArekapudi pic.twitter.com/YJ9NxFReLK",,,,,,,
"Great efforts sir , similarly Plz conduct Awareness camps to #GHMC all sweeping staff NOT to burn garbage , also need Posters regarding this in Shops not to burn plastic package waste for #cleanAir Eg at #Miyapur_X_Rd to @hmrgov Terminal @zcwz_ghmc @CPCB_OFFICIAL @HardeepSPuri pic.twitter.com/vSGfKjPkbh",,,,,,,
"#GHMC's Musharraf Faruqui sir says only southern part of @hyderabad should be called Heritage city, not old city...
@musharraf_ias
@asadowaisi pic.twitter.com/gnzuVeUDG3 – at Shams functional hall",,,,,,,
There’s an agreement with @GHMCOnline wherein #GHMC shall arrange to provide 700 tonnes of garbage daily at plant’s doorstep for next 30 years. No other involvement of any sort from the state government or any of its agency! Truly a win win model,,,,,,,
"Actually these senior citizens could be IAS IPS retired Govt seniors who come in cars & do walking ! after 4 pm 50 + cars parked along Busy Traffic Rd - LV Prasad Jn to jubleeHills chkpost Rd , #GHMC #hmda need to develop good parks like sundarayya park in every 4 Sqkm area",,,,,,,
"For last few days NGOs hired by #GHMC under the guidance of ASCI are visiting all 150
Wards to adopt 2500 households in a contiguous area for
Improving sanitation by involving people.",,,,,,,
"#Ghmc says no permission for digging roads but rampant digging of cement roads in Srinivasa Colony-West, Ameerpet since one week. Why lay cement roads if you can’t avoid digging? And till midnight. This pic taken of destruction in front of Ganesh Sirisampada Apts. #ghmc  pic.twitter.com/AkP4bulxaG",,,,,,,
Vijayalaxmi Gadwal Garu Along With Zonal #Commissioner Musharraf Garu and Other #GHMC #Officials Participated In Padayatra Programme Regarding The Footpath #Encroachment And Development Programmes In #Banjarahills #Division @GadwalvijayaTRS @KTRTRS @musharraf_ias @KTRTRS pic.twitter.com/86QPZKgjMt,,,,,,,
In the name of development trees are being destroyed... Miyapir #patelcheruvu #ktr #ghmc  pic.twitter.com/4U6D2YgL01 – at Miyapur,,,,,,,
Tripping with the  sky.... #incredibleindia #hyderabad #ghmc #cybercity #hitechcity #cybertower #photooftheday #sky #landscape #pixaloop #iphonephotography #follow2follow #photo_vishal @…  https://www.instagram.com/p/Bq1TjLiACOo/?utm_source=ig_twitter_share&igshid=orndwfvfzraf …,,,,,,,
"#ghmc #veterinary #monkeysmenace
@GHMCOnline
@CommissionrGHMC
Too many monkeys attacking residents. pic.twitter.com/O4pK2guQdo",,,,,,,
#monkey #monkeyfree #ghmc #ecodic by #babulngo #runforearth #runforenvironment #runwithus #ecorunner #ahm2018 #charitybib #hyderabadrunners @letz_change @Marathon_Hyd @ Babulfilms  https://www.instagram.com/p/BljuzUPli0D/?utm_source=ig_twitter_share&igshid=5c3xtfnqt19n …,,,,,,,
"Sewerage clean and left on footpath from last two weeks... its the same nala which gives problem in every rain to Alhasnath and Nizam colony tolichowki, even one drain over flowing... please clear sewer and lift the waste material ..#HMWSSB #GHMC #ghmconline #HyderabadCity pic.twitter.com/OZCN20LvQj – at Tolichowki",,,,,,,
#harithahaaram #trees #tree #planation #ghmc #telangana #government @ Babulfilms  https://www.instagram.com/p/Bk_vGyFF7QZ/?utm_source=ig_twitter_share&igshid=1ec5s1fopclw3 …,,,,,,,
#missionkakatiya #telangana #lakeconservation #lake #facelift #revival #restoration #walking #cycling #cctv #survelience #ghmc #ict4ecoawareness by @babulfilms @ Babulfilms  https://www.instagram.com/p/BkbsZoBFBSS/?utm_source=ig_twitter_share&igshid=m9qw0ldwv7l7 …,,,,,,,
"There is anotr flyover wich is redy 2 collapse in Hyd Kukatpally. 
1. 0 safty measrs
2. No route diverson 
3. Hevy trafc flo
4. Govt undertaken proj
Wake-up b4 it's late pic.twitter.com/lO2WaS0eda",,,,,,,
Respected #KTR  sir n #ghmc..sir i had went to watch movie in SVC Eeshwar treatre and i got shocked by going there because even after having the movie ticket the management of SVC Eeshwar treatre is collecting parking charges by violating GOMS no 63.please take action on this sir  pic.twitter.com/Zx3rE0Z1t7,,,,,,,
GHMC Give&Share Kiosk.. Awesome Idea by #ghmc #creativehyderabad Guys give it a shot by…  https://www.instagram.com/p/BdEgTA1j6Um/ ,,,,,,,
"#GHMC #CONTROL Room #EMERGENCY NO'S for Heavy Rainfall in #HYD
Call:100 Or 2111 1111
25-06-2017,@KTRTRS  Sir Pls ask #GHMC team to expedite road work and restore ASAP. It's pending from months. BHEL MIG Phase One Main Road  pic.twitter.com/DdN588GXAI
01-04-2017,#interesting #graffiti  by #ghmc in #hyderabad 😍Captured during a Client visit. ",,,,,,,
,,,,,,,
"Sewage outflow, garbage dump in residential area, with children around #ghmc doesn't care  pic.twitter.com/fDYgqAFbTr",,,,,,,
"#GHMC , My colony is full of apartments..why this small sized pipes for sewer lines. To Dig again in 1 yr?
@KTRTRS pic.twitter.com/g2AwT8J3cH",,,,,,,
Old school marking of #GHMC was such goodness. Happy Republic Day All. #hyderabad @ Troop Bazaar  https://www.instagram.com/p/BA_fvDLxGQV/ ,,,,,,,
Two Underdogs ... One Photo #necklaceroadfun #dogpark #ghmc #hyderabad #underdog @ Necklace Road  https://instagram.com/p/7Rf-8VOAYa/ ,,,,,,,
Hyd is full of garbage! Just imagine one heavy rain with this garbage everywhere on streets! Heading for huge viral diseases! #GHMC @KTRTRS,,,,,,,
#VVSLaxman- Change should start at grassroot level - schools; appreciates #GHMC work in sanitation @UG_ASCI,,,,,,,
Swift is gonna loose its brand value after #KCR giving the #GHMC brand label on the cars nd giving dem....,,,,,,,
"@telangaanadaily ,good dat u hav broght illegal SpeedBreaker issue in ur #Hyderabad tabloid.Plz publish series until there's action 4m #GHMC",,,,,,,
Unbelievable traffic jams created by #ForumMallHyderabad. Which idiot at #ghmc approved the plan to build it at the busy #kukatpally circle?,,,,,,,
GHMC special drive against unauthorized ongoing constructions at various parts of the city. #Hyderabad #GHMC  pic.twitter.com/RZDbrT8wko,,,,,,,
What a frustrating day trying to sort out wrongly assessed property tax from 2010-11 at #GHMC #Hyderabad. Don't know how many visits needed!,,,,,,,
"Thanks to #GHMC, condition of Indian roads, otherwise you would have missed the beautiful view of bouncing boobies on scooties!",,,,,,,
#GHMC parks are closed for public use today. #Valentines Day #Hyderabad #VHP #Ban,,,,,,,
2 hrs to reach from Gachibowli to Kondapur is just outrageous. #Hyderabad you have failed me yet again. #GHMC are you looking in to it?,,,,,,,
Is there a place in #Hyderabad that recycles saw dust? I dont want to throw it in the #GHMC bin. Please RT,,,,,,,
@MunCorpGurugram  https://twitter.com/Ashutosh081281/status/1294472647196028934 …,,,,,,,
Metro plan sirf sectors ke liye hi aa rahi hai ggm me sadar bazar or bus stand ye important jgha hote hue bhi ye nahi hai metro plan me @cmohry @mlkhattar @DC_Gurugram @MunCorpGurugram @PMOIndia @narendramodi,,,,,,,
No action has been taken so far.,,,,,,,
No action has been taken so far.,,,,,,,
No action has been taken so far.,,,,,,,
शुभम भाई इसमें रहने की आदत डाल लो,,,,,,,
भाई पिछले 1 साल से ज्यादा दिक्कतों का सामना हम लोग कर रहे है हर जगह काम कि रफ्तार शुरू हो गई है लेकिन विकास नगर बसई रोड गुड़गांव में नहीं । श्याद इस पर भी कोई रिस्पांस नहीं आएगा।,,,,,,,
"@mlkhattar @MunCorpGurugram @HaryanaPwd @rakeshdaultabad @TheGurugramNews @भवानी एंक्लवे वाड न 13  गली न 1B 
 सीवर के पानी में  मना रहे हाँ गणतंत्र दिव",,,,,,,
"@mlkhattar@DC_Gurugram @MunCorpGurugram @SwachhBharatGov  
Independence Day Greetings",,,,,,,
@MunCorpGurugram @cmohry @mlkhattar @udaybiryadav no action from MCG. Gates stands closed till today. Please wake up MCG.@MohitKa77055322 @TiwaryAnant @BJP4Haryana @anilvijminister https://twitter.com/saurabh13434281/status/1292633414357508099 …,,,,,,,
"@mlkhattar @PowerHaryana @cmohry @PMOIndia @AmitShah @MunCorpGurugram this is Pathetic Condition of MCG Water tank 
Road Encroached: 
Stagnant Rain Water At Tank!! Transformer For only Water works Is Shared Illegally 
No Water Due to Frequent  Fail Only M",,,,,,,
"मुख्यमंत्री श्री @mlkhattar  जी व गुरुग्राम के MLA श्री @sudhirsinglabjp जी
सहित सभी प्रशासनिक अधिकारियों को स्वतंत्रता दिवस की बहुत-बहुत शुभकामनाएं।@DC_Gurugram @AmitKhatriIAS @MunCorpGurugram @sonalgoelias @VPSconnect
@gurgaonpolice आप सभी की सूझबूझ से शहर सुरक्षित रहा",,,,,,,
@DC_Gurugram @MunCorpGurugram please remove these pigs  pic.twitter.com/Nk6e52ePqI,,,,,,,
"#लापरवाही आज़ादी के दिन भी बंदिश में जीने को मजबूर दयानन्द कॉलोनी निवासी,
बिना किसी संक्रमित के भी आज 28 दिन बाद भी सील जारी @DC_Gurugram @MeraGurgaon @MunCorpGurugram @Dchautala
@sudhirsinglabjp @cmohry #आजादी pic.twitter.com/rBGJ7cAmLc",,,,,,,
@MunCorpGurugram electricity pole (within park ) light is not working . Pl assist . Park in front of 1027 sec 39 gurgaon - 9971388199 @lalitgobind @SuvimalSaha @hanumant_nishal @sanjayg197,,,,,,,
No action taken till date pic.twitter.com/RMm5P2fQjR,,,,,,,
No action taken till date pic.twitter.com/TEfwnC3mah,,,,,,,
"@MunCorpGurugram @cmohry
@DC_Gurugram
@CPCB_OFFICIAL
@Dchautala 
Please check the poor condition of roads and water logging under sector 4 Gurgaon -lane -1906 to 1910 . pic.twitter.com/Ihia58A4be",,,,,,,
Is ecogreen charging 175/house for collection from your area?,,,,,,,
".🇮🇳झंडा ऊंचा रहे हमारा...।
विजयी विश्व तिरंगा प्यारा...।।
आप सभी को देश के 74 वें स्वतंत्रता दिवस की हार्दिक शुभकामनाएं @MunCorpGurugram @AmitKhatriIAS @VPSconnect @bhupeshwardayal @pcmeenaIAS @kMakrandIAS @Suhelseth @AmitShah @drharshvardhan @narendramodi स स्नेह @Sanjivk45 https://twitter.com/cmohry/status/1294479736219906048 …",,,,,,,
"@MunCorpGurugram Dear Sir 
Please clean up these garbage from Big Tikona Park, Sector 39 Pocket E, Gurugram.
Thanks & Regards  pic.twitter.com/iqoXOi6Z4e",,,,,,,
@MunCorpGurugram is there any action taken on that @cmohry @sonalgoelias @DC_Gurugram @Dist_Admin_Ggm @narendramodi https://twitter.com/Ihimanshu94/status/1293231412946993152 …,,,,,,,
"@OfficialGMDA ,@sonalgoelias @Dist_Admin_Ggm @cmohry , do you have any kind advice on the small request to ask for a motarable road insted of pits in return of EDC paid by thousands of residents in New Gurugram , please help to understand the person accou",,,,,,,
@cmohry sewer over flow has been a major challange @MunCorpGurugram  pic.twitter.com/r2R7B4HbHn – at Amity International School,,,,,,,
"Situation is getting worse but no action,what happen about issuesed ticket no 929967. pic.twitter.com/b3AORsoJCT",,,,,,,
@MunCorpGurugram Even after two weeks nothing is done to rectify these pits on road leading to injury to people Kindly note & resolve  @DC_Gurugram @mlkhattar @cmohry https://twitter.com/rwa45in/status/1289857893236215815 …,,,,,,,
"@DC_Gurugram @MunCorpGurugram @rakeshdaultabad kindly see the kind of potholes on this road in Baliawas,Gurgaon. Barely any road left! Kindly get this fixed ASAP!! #MilleniumCity #potholes #lifehazard pic.twitter.com/cHYanhqVLt",,,,,,,
"The #GalaxyNote20 series comes in a stunning array of mystic hues that redefine work and play. Which colour do you have your eyes set on, are you on Team #MysticBronze or Team #MysticGreen? Pre-book now:  https://bit.ly/3h07X4z 
14-08-2020, https://twitter.com/TheIndianKapil/status/1294332034622480384?s=19 …
14-08-2020,@MunCorpGurugram @rakeshdaultabad @GurugramNewsLiv @HaryanaPwd sir भवानी एंक्लवे का भी कुछ समाधान  करे ",,,,,,,
,,,,,,,
"@rakeshdaultabad @mlkhattar @TOIGurgaon @HTGurgaon @OfficialGMDA @MunCorpGurugram concerned authorities pls look into the issue nd do the needful
14-08-2020,Thank you for the prompt action. Road repair work carrief out. Appreciate able Governence pic.twit",,,,,,,
,,,,,,,
,,,,,,,
Thank you @bhaveshsw,,,,,,,
"@nvcmenon COVID-19 plasma therapy resources for India
All the resources listed on this page are helping bridge the gap b/w patients & donors. Check bio for details. @TeamSOSIndia @TheNiteshSingh @himanshu_irl
14-08-2020,Ur pen has power brrother"," but not sure how many of the decison makers are given an ear....more power to bring truth to fore""",,,,,,
शुक्र है आप लोंगो को 6 महीने बाद यह तो बताया कि यह matter आपका नहीं है । यह complaint disposal का अच्छा तरीका है। लेकिन आपका जवाब अभी भी अधूरा है क्योंकि मैं ने आपको 3 शिकायत भेजी थीं जिसमें water leakage तो आपके अधीन ही है। कुछ तो सुधर जाओ कामों में ।,,,,,,,
Pending since 45 days. This is the main entrance road 30 m wide.. Mcg  electrical team is waiting for something big to happen @jawaharyadavbjp @Maheshyadavbjp @yashpalmurar @mlkhattar @cmohry @ResidentsI @MunCorpGurugram @DC_Gurugram @CommissionerMCG @EESL_India pic.twitter.com/zriu75FF67,,,,,,,
"@yashpalmurar @mlkhattar @cmohry @PMOIndia @ndtv @aajtak @MunCorpGurugram @narendramodi @AlphaCorp2003 
महोदय त्राहिमाम त्राहिमाम त्राहिमाम त्राहिमाम त्राहिम�",,,,,,,
"@MunCorpGurugram में कंपनियों, इंडस्ट्री को fire NOC देने में घोटाले। JBM के प्लांट को बिना Fire system के दी जा रही थी। 3 सा�",,,,,,,
"The #GalaxyNote20 series comes in a stunning array of mystic hues that redefine work and play. Which colour do you have your eyes set on, are you on Team #MysticBronze or Team #MysticGreen? Pre-book now:  https://bit.ly/3h07X4z 
14-08-2020,@Zomato ",,,,,,,
 if you have to send a febrile person for delivery ,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
"True! This road is connecting two big hospitals also .. max , fortis and Paras🙏",,,,,,,
No response received,,,,,,,
"#GurugramCoronaUpdate शहर में  #Covid19 के 92 मरीज मिले..106 मरीज सही हुए..दुःखद 1 मौत हुई
कुल संख्या 10108
एक्टिव 691
सही हुए 9288
मौत 129
@DC_Gurugram @News18Haryana @diprogurugram1 @mlkhattar @VPSconnect @MunCorpGurugram @OfficialGMDA pic.twitter.com/rfpnsjCnAy",,,,,,,
"It repeat every year, same things happen, they just make fool of Gurgaon residents, only difference in the face of the leader, rest all is same",,,,,,,
@MunCorpGurugram pls resolve !  https://twitter.com/mandeepskalra/status/1294135042013163525 …,,,,,,,
"Acquaintances have invested der hard earned money in #AffordableHousing.But the builder @pivotalDeewan has provided them with substandard housing conditions.Daily blackouts,water leakage,security.Daily nuisances.Plz help @cmohry @FightForRERAInd @Dist_Admin_Ggm @MunCorpGurugram",,,,,,,
@cmohry @DC_Gurugram @BJP4Haryana @MunCorpGurugram  https://twitter.com/KumarRavin2/status/1293900927070433280 …,,,,,,,
"Shayad COVID ne bacha liya is baar @MunCorpGurugram and @OfficialGMDA
Not that much traffic on roads.
Bechari @gurgaonpolice again struggling to get traffic moving
Govt only worried about tax collection and no ground work, same situation year after year
@gurgaon_live",,,,,,,
हर साल की कहानी। कुछ नया जोक सुनाइए।,,,,,,,
@MunCorpGurugram,,,,,,,
Where do we go then?? People in our area are literally drinking sewage water as water supply pipelines are broken nd sewage water is seeping into pipelines. pic.twitter.com/aCLEMFML9U,,,,,,,
Thanks a lot @MunCorpGurugram,,,,,,,
भावनी एंकलव। का भी कुछ सुधार नही हुआ सीवर का पानी  घरों में भर रहा ha @rakeshdaultabad 2 महा से अधिक हों गाया हाँ  Complant किया हुए कोई सुधर नही हुआ @MunCorpGurugram @mlkhattar @HaryanaPwd pic.twitter.com/JSX0RxpV0f,,,,,,,
काम करके कोई खुश नही यहाँ,,,,,,,
"Road is terrible here or gift everyone new car and Bike please 
You can not loot us and make our life miserable 
We all@paid EDC/IDC",,,,,,,
@MunCorpGurugram @DC_Gurugram please see the video of roads no no no sorry  गड्डों की वीडियो देखो pic.twitter.com/le1kWMCkCd,,,,,,,
"GMDA ने तोड़ दिया अब कॉलोनी के लोग परेशान है, गंदगी को इतना समय हो गया है लोग बीमार होने लगे हैं।
GMDA का ही राज चल रहा है जो विधायक और पर्साद जी की बात नहीं मान रही है GMDA.
@cmohry @mlkhattar @dcmohry @rakeshdaultabad @OPDhankar @MunCorpGurugram  pic.twitter.com/VWhZsSqh4e",,,,,,,
"I feel pity for the rag pickers living there, why can't government understand that they are the base of the whole waste management system. @SwachhBharatGov @ChintanIndia @MunCorpGurugram  https://twitter.com/agarwal210richa/status/1293994774710681602 …",,,,,,,
Ok thanks Waiting !,,,,,,,
"The #GalaxyNote20 series comes in a stunning array of mystic hues that redefine work and play. Which colour do you have your eyes set on, are you on Team #MysticBronze or Team #MysticGreen? Pre-book now:  https://bit.ly/3h07X4z 
14-08-2020,I wish the @gurgaonpolice @DC_Gurugram @MunCorpGurugram @cdgurugram @sepwdgurugram @Gurugram4BJP @GuruJalGurugram @diprogurugram1 @gurugaman @OfficialGMDA  a very happy #IndependenceDay2020 congratulations https://twitter.com/sharma42000/status/1294196074261823488 …
14-08-2020, pic.twitter.com/6KhWdOyW1U
14-08-2020,It's Patel Nagar Road connecting to Jharsa Road adjacent to the baandh.",,,,,,,
"@MunCorpGurugram Many Street Lights are NOT functional 
DUE to Over Grown Trees Have Overlapped Street Lights
 MCG Team may kindly Visit and Contact US as 
Number of such lights  is too large to fit here in160 Words please @VPSconnect @sudhirsinglabjp @",,,,,,,
Thanks sir / Madam for kind reply May be wire also needs replacement as per our inputs,,,,,,,
"Sir, everytime a ticket is created they dont remove this trolley,  now this trolley is filled with dead animal. Please dont make this land dumping yard @VijetaMalikBJP please help",,,,,,,
"#Gurugram 
मिलेनियम सिटी में हर साल होते हैं दावे, हर साल बनती हैं योजनाएं, हर साल भरता है पानी, हर साल खर्च होते हैं करोड़ों, शहर के लोगों की समस्याएं जस की तस...... #Rainfall @HHGurugram @mlkhattar @MunCorpGurugram @DC_Gurugram @Rao_InderjitS
@sudhirsinglabjp @rakeshdaultabad pic.twitter.com/3bqKJEkF5J",,,,,,,
"Thanks for reply, I have DM you my contact details pic.twitter.com/euUOvPe5se – at Mahindra Aura",,,,,,,
"Sir it's newly constructed road connecting Jharsa road to Patel Nagar, adjacent to Jharsa Bandh. need to be properly lit too to avoid any mishap as in the middle of road trees and poles erect pic.twitter.com/uenQQgqOxs",,,,,,,
"Sir, have been tweeting about this several times , this is Lans meant for Park, it is used as a dumping yard, because of this MCG trolley,  this trolley needs to be shifted @rakeshdaultabad sir, @cmohry please help pic.twitter.com/41K4T7lgK5",,,,,,,
@MunCorpGurugram कृपया बताए क्या कार्यवाही कि गई है इसपर तीन दिन हो गए। काम चालू है और कोई असर नहीं दिख रहा।,,,,,,,
"Sir, will be gretful if this mess gets clean. pic.twitter.com/IYtBuoqexm",,,,,,,
"Striking someone's rights is a legal offense that should be punished by the guilty. 
Maps show open all roads but actually way close many spots. check by link👇
 https://maps.app.goo.gl/ArV4Xqhb3gomnpPx8 … pic.twitter.com/MMopMwJmlo",,,,,,,
"Direct message sent 
Pls take necessary actions .",,,,,,,
"Dear sir this condition from last 3 years no body consider on this very dangerous 
@MunCorpGurugram @DC_Gurugram pic.twitter.com/npipVnATTD – at Maruti Suzuki Gurgaon Plant",,,,,,,
This is morning view in village Noorpur jharsa pic.twitter.com/GDC9FkCivX,,,,,,,
"@MunCorpGurugram @DC_Gurugram @MaheshDayma55 @Rao_InderjitS the situation in and around Huda market, sector-55, Gurgaon is pathetic, scattered garbage and construction material dumped opp Neelam bakery. Construction waste and sand dumps in open area for p",,,,,,,
"Our efforts should be to pursue Community welfare with earnest hope that concerned Authorities will take timely action on Citizens grievances. This hope is based more on the fact that Commissioner @MunCorpGurugram has taken the responsibility for streetlights, waterlogging,etc.",,,,,,,
@MunCorpGurugram street light outside M 123 south city 1 not working. Pls rectify,,,,,,,
"The #GalaxyNote20 series comes in a stunning array of mystic hues that redefine work and play. Which colour do you have your eyes set on, are you on Team #MysticBronze or Team #MysticGreen? Pre-book now:  https://bit.ly/3h07X4z 
14-08-2020,No Action is been taken till now.  I request @MunCorpGurugram plz take immediate action
14-08-2020,@mlkhattar @cmohry @DC_Gurugram @MunCorpGurugram आदरणीय sir नमस्कार हमारे गांव खेड़की दौला वार्ड नं25 गुरुग्राम की पानी की मोटर 13 ज�
14-08-2020,@mlkhattar @MunCorpGurugram  https://timesofindia.indiatimes.com/city/gurgaon/haryana-govt-clears-final-dpr-of-metro-rail-connection-from-huda-city-centre-to-other-parts-of-gurugram/articleshow/77529945.cms … Why this metro is not connecting #Sector 52
14-08-2020,@anilvijminister @cmohry मन्त्री जी क्या उपरोक्त सम्सया का कोई स्थाई समाधान नही है @DC_Gurugram @MunCorpGurugram के पास?",,,,,,,
,,,,,,,
Mcg just asking number but taking no action. It's your working style?,,,,,,,
"Suncity RWA has brought this to notice multiple times. RWA has limited powers therefore look upto government agencies for enforcement. It's really unfortunate that agencies don't value this partnership offered by RWAs, who act as their eyes and ears to report such violations.",,,,,,,
 https://www.dailypioneer.com/2020/state-editions/heavy-rain-throws-life-out-of-gear-in-g---gram--waterlogging-in-many-areas--traffic-hit.html … @DC_Gurugram @MunCorpGurugram @GMDA_Ggm pic.twitter.com/uFFGuBPYOn,,,,,,,
Please let me know the status of the ticket : 588194,,,,,,,
@rakeshdaultabad @MunCorpGurugram @DC_Gurugram - Congratulations to Bhai Rakesh and the entire Gurugram authorities for their restless efforts to make this happen... https://twitter.com/cmohry/status/1293962254040276992 …,,,,,,,
